zone2_power,zone3_power,power_sum_23,hour_sin,hour_cos,temperature,humidity,hdd,cdd,zone1_power
14743.792839303764,11421.740435057876,25958.94049059519,0.9743629477292843,0.0,11.927924031222847,89.3828577028607,6.00336228798212,0.0,24156.189027824203
21076.956602963804,15582.249628884623,36927.80791072793,0.2610393994322822,0.0,14.178443439397794,66.29101985531564,3.5639394088768905,0.03665795216844011,33600.28189755359
16874.450678219488,15027.749453969802,31999.769690533296,0.49680775809209,0.8746108408533011,23.31546047028842,75.26857057076157,0.0,0.01051553606046897,27896.892414098817
21211.332177004955,24139.29255825827,45081.281598694,0.29320642931848107,0.9638338115245441,19.773703054509678,64.54314326001327,0.0702596379803465,0.0,38630.2606500654
21210.73052997894,19181.285293416175,40522.676130291686,0.0,0.952634493548065,17.245573423924984,72.33987178532448,0.6945424959722929,0.0,33421.9796715649
23122.37696614439,13520.825262804592,37190.327172103396,0.04460702044836197,0.0,24.01108862435641,65.49068761830804,0.0,0.0,38217.589807139804
21557.712538165815,21528.713774408374,43346.82136636735,0.0,0.8514720093893509,12.577383862291756,66.19594922046186,5.2075148729939365,0.010873068946094888,36472.33545717012
17071.33595626873,18734.844926800743,35753.05950796716,0.0,0.0,24.242986751348546,47.57975689544249,0.0,0.23673885492884206,32493.61964496134
15449.522167678584,18221.77492780911,33082.50170493193,0.0015138120412851253,1.0466148748769284,14.994783161577157,70.81713679013049,3.2573483175654414,0.0,27507.30921972192
14274.646070243374,13111.69216137089,27365.69256662877,0.6838052550555707,0.713185077785417,21.66151870422286,84.41477549645127,0.01924139378347998,0.0,26328.839156633552
24969.099364272835,12864.0942258274,37187.06895822322,0.0,0.9840427471919652,11.721042251434621,80.65691567944359,6.325541049164261,0.0,30084.903827935843
17938.749073171693,14585.436872745568,32392.76375069667,0.508596072542241,0.0,13.799122205022847,73.2478414824875,4.335179483565618,0.058928434732469094,30971.96488079028
15489.535591304279,11988.719390914284,26745.094207653325,0.8780541780384369,0.49620081419500517,20.895619743619733,70.41820867119722,0.08294518389615904,0.0,26496.267538411677
14004.805382052005,14600.260186969419,28480.27489784046,0.48652959667459555,0.8514471471811137,10.53522455916944,83.99692745736697,7.158075562481663,0.0,23590.80675902973
19694.771766855134,7229.601546205321,26470.58374065931,0.8874034752335332,0.0,7.596464362740323,93.77347007964536,10.174546033885443,0.041511521134643306,24821.22952730958
14211.19880118921,15999.449756107118,30026.45092982367,0.8910863260188413,0.4718465969441159,16.34419203284262,70.30048699675547,1.6664055508770532,0.05074129985049271,25001.430215102973
19948.8862933453,16159.614975885555,36245.63375736942,0.031097024082072416,0.0,15.60376559601412,66.4068198032212,2.2857070952238456,0.0,37158.392777873785
26309.038831796133,25610.506120190024,52263.17918016613,0.0,0.2128548628916815,15.533327002865725,74.00264590954387,2.6897882681620153,0.0,43155.91684957946
