zone2_power,zone3_power,power_sum_23,hour_sin,hour_cos,temperature,humidity,hdd,cdd,zone1_power
12929.9389,14929.45455,27859.39345,0.9659258262890683,0.25881904510252074,15.9,74.8,2.0999999999999996,0.0,22147.169
17992.70517,17881.44578,35874.150949999996,0.0,1.0,5.611,73.7,12.389,0.0,28095.18987
16791.12988,16551.72414,33342.85402,0.9659258262890683,0.25881904510252074,25.87,87.8,0.0,1.870000000000001,22873.78468
21469.29461,13416.65653,34885.951140000005,-0.8660254037844384,-0.5000000000000004,24.87,62.85,0.0,0.870000000000001,34515.88621
13371.42857,13775.42169,27146.85026,0.7071067811865475,0.7071067811865476,7.57,78.1,10.43,0.0,20870.88608
23458.92291,25778.55799,49237.4809,1.2246467991473532e-16,-1.0,27.1,76.0,0.0,3.1000000000000014,37200.26637
21786.96538,18868.36364,40655.329020000005,-0.9659258262890683,-0.25881904510252063,21.2,40.97,0.0,0.0,34336.79225
17749.79253,11239.87842,28989.67095,0.8660254037844386,0.5000000000000001,17.88,69.11,0.120000000000001,0.0,22731.2035
17387.78004,13986.90909,31374.68913,0.8660254037844387,-0.49999999999999983,16.25,93.1,1.75,0.0,29079.00969
31671.07438,20420.24096,52091.31534,-0.8660254037844386,0.5000000000000001,19.6,68.28,0.0,0.0,37833.84615
18089.62656,14379.57447,32469.20103,0.0,1.0,23.49,62.42,0.0,0.0,30602.36324
22928.48233,14732.42084,37660.90317,-0.2588190451025208,-0.9659258262890683,20.13,70.1,0.0,0.0,35401.06195
25736.00845,24352.10031,50088.10876,-0.7071067811865471,-0.7071067811865479,28.07,41.15,0.0,4.07,38549.16759
18414.25662,19851.63636,38265.892980000004,0.0,1.0,16.33,69.04,1.6700000000000017,0.0,29525.42519
28507.28617,25182.69592,53689.98209,0.49999999999999994,-0.8660254037844387,31.04,51.22,0.0,7.039999999999999,39744.63929
19291.13924,26293.55649,45584.69573,0.49999999999999994,0.8660254037844387,24.65,41.25,0.0,0.6499999999999986,29106.1794
18436.70886,21244.51883,39681.22769,0.7071067811865475,0.7071067811865476,24.13,85.7,0.0,0.129999999999999,28736.21262
12471.69043,11205.81818,23677.50861,1.0,6.123233995736766e-17,14.37,89.1,3.630000000000001,0.0,21613.95048
